question,answer
I bought something in another country but the exchange rate is wrong,This relates to: Card payment wrong exchange rate.
I bought an item and the exchange rate was wrong.,This relates to: Card payment wrong exchange rate.
Exchange rate for my card payment is wrong,This relates to: Card payment wrong exchange rate.
the exchange rate at which my card payment is at is wrong,This relates to: Card payment wrong exchange rate.
There was a problem with the exchange rate on a purchase.,This relates to: Card payment wrong exchange rate.
"I recently purchased something, and the exchange rate was wrong.",This relates to: Card payment wrong exchange rate.
What if there is an error on the exchange rate?,This relates to: Card payment wrong exchange rate.
Why is my exchange rate wrong?,This relates to: Card payment wrong exchange rate.
Please check my payment from last Saturday as I feel I have been overcharged on the exchange rate.  Thank you.,This relates to: Card payment wrong exchange rate.
I used foreign currency to buy something and I think the rate applied is incorrect.,This relates to: Card payment wrong exchange rate.
This exchange rate on my purchase is wrong.,This relates to: Card payment wrong exchange rate.
Why is your exchange rate so bad?,This relates to: Card payment wrong exchange rate.
The exchange rate looks wrong on a holiday purchase,This relates to: Card payment wrong exchange rate.
"I purchased something abroad, and the exchange rate that was applied was wrong.",This relates to: Card payment wrong exchange rate.
I bought something and I take issue with the exchange rate applied.,This relates to: Card payment wrong exchange rate.
I think there has been a mistake on my exchange rate for this purchase.,This relates to: Card payment wrong exchange rate.
You did not give me the correct exchange rate for an item that I bought.,This relates to: Card payment wrong exchange rate.
I checked on google and the exchange rate you are using is really bad. Can you update it?,This relates to: Card payment wrong exchange rate.
"I seem to have been charged to much for my holiday purchases, the exchange rate is wrong.",This relates to: Card payment wrong exchange rate.
"In regards to my card payment, the exchange rate is incorrect.",This relates to: Card payment wrong exchange rate.
I bough an item and the exchange rate was incorrect.,This relates to: Card payment wrong exchange rate.
Why did you charge me more for my purchase? It was a foreign currency and you didn't offer market rate,This relates to: Card payment wrong exchange rate.
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,This relates to: Card payment wrong exchange rate.
I feel as though I have been over charged for the exchange rate on my payment on last Saturday.,This relates to: Card payment wrong exchange rate.
My currency rate is inaccurate.,This relates to: Card payment wrong exchange rate.
The currency exchange rate was wrong for a purchase I made.,This relates to: Card payment wrong exchange rate.
I purchased something abroad and the incorrect exchange rate was applied.,This relates to: Card payment wrong exchange rate.
Your exchange rate was off.  I was charged extra on my payment that I made last Saturday.,This relates to: Card payment wrong exchange rate.
